,goal_difference_1,form_1,form_weighted_1,goal_difference_2,form_2,form_weighted_2,home_away,target,team_1_B,team_1_C,team_1_D,team_2_B,team_2_C,team_2_D
477,1,0.6,0.5599999999999999,-3,1.4,2.8,0,0,1,0,0,0,1,0
478,-17,0.4,0.8,-17,1.4,0.16,1,0,0,0,1,0,0,1
479,-17,1.4,0.16,-17,0.4,0.8,0,3,0,0,1,0,0,1
480,-10,0.2,0.4,20,1.4,0.08,1,0,0,1,0,0,0,0
481,20,1.4,0.08,-10,0.2,0.4,0,3,0,0,0,0,1,0
482,-36,0.6,0.6,-1,1.0,0.12,1,0,0,0,1,0,1,0
483,-1,1.0,0.12,-36,0.6,0.6,0,3,0,1,0,0,0,1
484,-12,1.6,3.2,-12,1.6,0.64,1,0,0,1,0,0,1,0
485,-12,1.6,0.64,-12,1.6,3.2,0,3,0,1,0,0,1,0
486,-2,0.4,0.8,-4,2.6,0.16,1,1,0,1,0,0,1,0
487,-4,2.6,0.16,-2,0.4,0.8,0,1,0,1,0,0,1,0
488,7,1.4,4.0,-2,1.4,0.8,1,0,0,1,0,0,1,0
489,-2,1.4,0.8,7,1.4,4.0,0,3,0,1,0,0,1,0
490,5,2.0,4.0,-15,1.4,0.8,1,3,0,1,0,0,1,0
491,-15,1.4,0.8,5,2.0,4.0,0,0,0,1,0,0,1,0
492,-23,2.0,3.2,23,2.0,0.64,1,3,0,1,0,0,0,0
493,23,2.0,0.64,-23,2.0,3.2,0,0,0,0,0,0,1,0
494,21,1.8,7.2,-2,1.0,1.44,1,3,0,0,0,0,1,0
495,-2,1.0,1.44,21,1.8,7.2,0,0,0,1,0,0,0,0
496,-11,1.6,3.8,-11,0.0,0.0,1,3,1,0,0,0,1,0
497,-11,0.0,0.0,-11,1.6,3.8,0,0,0,1,0,1,0,0
498,56,2.4,9.6,27,1.4,1.92,1,3,0,0,0,1,0,0
499,27,1.4,1.92,56,2.4,9.6,0,0,1,0,0,0,0,0
500,3,1.2,3.6,-19,0.2,0.72,1,3,1,0,0,0,0,1
501,-19,0.2,0.72,3,1.2,3.6,0,0,0,0,1,1,0,0
502,-16,2.0,2.0,-37,0.6,0.4,1,3,0,0,1,0,0,1
503,-37,0.6,0.4,-16,2.0,2.0,0,0,0,0,1,0,0,1
504,23,2.0,7.2,-2,1.4,1.44,1,3,0,0,0,0,1,0
505,-2,1.4,1.44,23,2.0,7.2,0,0,0,1,0,0,0,0
506,29,2.0,6.6,-4,0.6,1.3199999999999998,1,3,1,0,0,0,1,0
507,-4,0.6,1.3199999999999998,29,2.0,6.6,0,0,0,1,0,1,0,0
508,-18,0.8,1.0,6,1.2,0.2,1,3,0,0,1,0,1,0
509,6,1.2,0.2,-18,0.8,1.0,0,0,0,1,0,0,0,1
510,-10,0.6,1.2,2,0.6,0.24,1,3,0,1,0,1,0,0
511,2,0.6,0.24,-10,0.6,1.2,0,0,1,0,0,0,1,0
512,25,2.4,9.6,-15,1.4,1.92,1,3,0,0,0,1,0,0
513,-15,1.4,1.92,25,2.4,9.6,0,0,1,0,0,0,0,0
514,-12,1.4,2.8,-19,1.8,0.5599999999999999,1,3,0,1,0,0,0,1
515,-19,1.8,0.5599999999999999,-12,1.4,2.8,0,0,0,0,1,0,1,0
516,-2,1.0,2.0,56,2.0,0.4,1,1,0,1,0,0,0,0
517,56,2.0,0.4,-2,1.0,2.0,0,1,0,0,0,0,1,0
518,-3,2.6,5.2,-24,1.4,1.04,1,3,0,1,0,0,1,0
519,-24,1.4,1.04,-3,2.6,5.2,0,0,0,1,0,0,1,0
520,-36,0.6,0.6,4,1.4,0.12,1,3,0,0,1,0,1,0
521,4,1.4,0.12,-36,0.6,0.6,0,0,0,1,0,0,0,1
522,6,1.2,3.6,25,2.4,0.72,1,1,0,1,0,0,0,0
523,25,2.4,0.72,6,1.2,3.6,0,1,0,0,0,0,1,0
524,56,1.6,6.4,-10,0.8,1.28,1,1,0,0,0,0,1,0
525,-10,0.8,1.28,56,1.6,6.4,0,1,0,1,0,0,0,0
526,-2,1.0,2.0,-20,0.6,0.4,1,3,0,1,0,0,0,1
527,-20,0.6,0.4,-2,1.0,2.0,0,0,0,0,1,0,1,0
528,-21,1.8,1.8,-1,2.6,0.36,1,0,0,0,1,0,1,0
529,-1,2.6,0.36,-21,1.8,1.8,0,3,0,1,0,0,0,1
530,-25,1.2,2.4,-35,1.2,0.48,1,0,0,1,0,0,0,1
531,-35,1.2,0.48,-25,1.2,2.4,0,3,0,0,1,0,1,0
532,3,1.2,3.6,-13,0.8,0.72,1,3,1,0,0,0,1,0
533,-13,0.8,0.72,3,1.2,3.6,0,0,0,1,0,1,0,0
534,-5,1.4,2.8,30,2.0,0.5599999999999999,1,0,0,1,0,0,0,0
535,30,2.0,0.5599999999999999,-5,1.4,2.8,0,3,0,0,0,0,1,0
536,-14,1.8,4.8,-3,1.0,0.96,1,3,1,0,0,0,1,0
537,-3,1.0,0.96,-14,1.8,4.8,0,0,0,1,0,1,0,0
538,4,1.0,2.0,25,2.6,0.4,1,1,0,1,0,0,0,0
539,25,2.6,0.4,4,1.0,2.0,0,1,0,0,0,0,1,0
540,-3,1.0,2.0,4,1.0,0.4,1,0,0,1,0,0,1,0
541,4,1.0,0.4,-3,1.0,2.0,0,3,0,1,0,0,1,0
542,30,2.0,6.6,6,1.0,1.3199999999999998,1,1,1,0,0,0,1,0
543,6,1.0,1.3199999999999998,30,2.0,6.6,0,1,0,1,0,1,0,0
544,-11,0.8,1.6,-4,1.8,0.32,1,0,0,1,0,0,1,0
545,-4,1.8,0.32,-11,0.8,1.6,0,3,0,1,0,0,1,0
546,25,2.2,8.8,-21,1.4,1.7600000000000002,1,1,0,0,0,0,0,1
547,-21,1.4,1.7600000000000002,25,2.2,8.8,0,1,0,0,1,0,0,0
548,-32,1.8,1.8,-17,1.8,0.36,1,3,0,0,1,0,1,0
549,-17,1.8,0.36,-32,1.8,1.8,0,0,0,1,0,0,0,1
550,1,2.6,5.8,1,1.2,1.16,1,3,1,0,0,1,0,0
551,1,1.2,1.16,1,2.6,5.8,0,0,1,0,0,1,0,0
552,-19,0.6,1.2,62,1.6,0.24,1,0,0,1,0,0,0,0
553,62,1.6,0.24,-19,0.6,1.2,0,3,0,0,0,0,1,0
554,-16,1.2,1.8,-29,0.6,0.36,1,3,0,1,0,0,0,1
555,-29,0.6,0.36,-16,1.2,1.8,0,0,0,0,1,0,1,0
556,26,2.0,7.8,-3,0.8,1.56,1,3,0,0,0,0,1,0
557,-3,0.8,1.56,26,2.0,7.8,0,0,0,1,0,0,0,0
558,6,1.0,2.6,1,2.6,0.52,1,3,0,1,0,1,0,0
559,1,2.6,0.52,6,1.0,2.6,0,0,1,0,0,0,1,0
560,63,2.2,8.8,-33,1.8,1.7600000000000002,1,3,0,0,0,0,0,1
561,-33,1.8,1.7600000000000002,63,2.2,8.8,0,0,0,0,1,0,0,0
562,31,2.0,7.2,25,1.4,1.44,1,3,0,0,0,1,0,0
563,25,1.4,1.44,31,2.0,7.2,0,0,1,0,0,0,0,0
564,-4,1.4,2.8,-16,1.4,0.5599999999999999,1,1,0,1,0,0,1,0
565,-16,1.4,0.5599999999999999,-4,1.4,2.8,0,1,0,1,0,0,1,0
566,-5,0.8,1.6,-17,1.2,0.32,1,0,0,1,0,0,1,0
567,-17,1.2,0.32,-5,0.8,1.6,0,3,0,1,0,0,1,0
568,-21,1.0,1.0,-6,0.4,0.2,1,1,0,0,1,0,1,0
569,-6,0.4,0.2,-21,1.0,1.0,0,1,0,1,0,0,0,1
570,-2,1.2,3.6,28,2.2,0.72,1,0,1,0,0,0,0,0
571,28,2.2,0.72,-2,1.2,3.6,0,3,0,0,0,1,0,0
572,-29,0.8,1.4,-11,1.0,0.27999999999999997,1,1,0,0,1,0,1,0
573,-11,1.0,0.27999999999999997,-29,0.8,1.4,0,1,0,1,0,0,0,1
574,-15,1.8,5.4,5,1.4,1.08,1,3,1,0,0,0,1,0
575,5,1.4,1.08,-15,1.8,5.4,0,0,0,1,0,1,0,0
576,-6,0.4,0.8,7,1.0,0.16,1,1,0,1,0,0,1,0
577,7,1.0,0.16,-6,0.4,0.8,0,1,0,1,0,0,1,0
578,-16,1.6,2.6,31,2.2,0.52,1,1,0,1,0,0,0,0
579,31,2.2,0.52,-16,1.6,2.6,0,1,0,0,0,0,1,0
580,5,1.0,2.0,-29,0.4,0.4,1,1,0,1,0,0,0,1
581,-29,0.4,0.4,5,1.0,2.0,0,1,0,0,1,0,1,0
582,-9,1.6,3.2,-7,0.6,0.64,1,3,0,1,0,0,1,0
583,-7,0.6,0.64,-9,1.6,3.2,0,0,0,1,0,0,1,0
584,27,1.6,6.4,64,2.2,1.28,1,0,0,0,0,0,0,0
585,64,2.2,1.28,27,1.6,6.4,0,3,0,0,0,0,0,0
586,-15,1.4,4.2,-21,0.6,0.8400000000000001,1,1,1,0,0,0,0,1
587,-21,0.6,0.8400000000000001,-15,1.4,4.2,0,1,0,0,1,1,0,0
588,-35,1.8,1.8,0,1.2,0.36,1,0,0,0,1,1,0,0
589,0,1.2,0.36,-35,1.8,1.8,0,3,1,0,0,0,0,1
590,-17,1.4,2.8,-4,1.0,0.5599999999999999,1,1,0,1,0,0,1,0
591,-4,1.0,0.5599999999999999,-17,1.4,2.8,0,1,0,1,0,0,1,0
592,-2,1.8,4.2,27,2.0,0.8400000000000001,1,0,0,1,0,1,0,0
593,27,2.0,0.8400000000000001,-2,1.8,4.2,0,3,1,0,0,0,1,0
594,27,2.0,7.2,-16,1.6,1.44,1,1,1,0,0,0,1,0
595,-16,1.6,1.44,27,2.0,7.2,0,1,0,1,0,1,0,0
596,67,2.6,10.4,-18,1.4,2.08,1,3,0,0,0,0,1,0
597,-18,1.4,2.08,67,2.6,10.4,0,0,0,1,0,0,0,0
598,32,2.2,8.6,-3,1.2,1.72,1,3,0,0,0,0,1,0
599,-3,1.2,1.72,32,2.2,8.6,0,0,0,1,0,0,0,0
600,-4,1.2,2.4,-35,1.4,0.48,1,1,0,1,0,0,0,1
601,-35,1.4,0.48,-4,1.2,2.4,0,1,0,0,1,0,1,0
602,-7,0.8,1.6,27,1.2,0.32,1,1,0,1,0,0,0,0
603,27,1.2,0.32,-7,0.8,1.6,0,1,0,0,0,0,1,0
604,-21,0.8,0.8,5,1.2,0.16,1,1,0,0,1,0,1,0
605,5,1.2,0.16,-21,0.8,0.8,0,1,0,1,0,0,0,1
606,9,1.8,4.2,-11,1.0,0.8400000000000001,1,3,1,0,0,0,1,0
607,-11,1.0,0.8400000000000001,9,1.8,4.2,0,0,0,1,0,1,0,0
608,-28,1.0,1.6,-18,0.8,0.32,1,3,0,1,0,0,0,1
609,-18,0.8,0.32,-28,1.0,1.6,0,0,0,0,1,0,1,0
610,-4,1.2,3.6,-2,1.0,0.72,1,0,1,0,0,0,1,0
611,-2,1.0,0.72,-4,1.2,3.6,0,3,0,1,0,1,0,0
